date,price_trans_cor,price_btc_cor
2012-01-01,-0.15732924395114709,-0.22454168484665074
2012-01-02,-0.40171020820646375,-0.4374253594072964
2012-01-03,-0.23459775754618611,-0.47841821773091336
2012-01-04,0.10231179525202108,-0.35351057633425054
2012-01-05,0.6513676160261576,0.176409523813308
2012-01-06,0.8075755747034981,0.33161712593621173
2012-01-07,0.8240634421508061,0.1819306152650892
2012-01-08,0.8326052221181902,0.08056672348858815
2012-01-09,0.8305768840101495,0.04094091774884218
2012-01-10,0.8781669038251307,0.22615620124172228
2012-01-11,0.8793094190298166,0.46967231531564957
2012-01-12,0.874999620512504,0.3936205012274729
2012-01-13,0.8592115783565807,0.5889184808673372
2012-01-14,0.8446911452385727,0.5225078796885548
2012-01-15,0.7826997159267003,0.3554005191186229
2012-01-16,0.7364799222900064,0.3481693431675151
2012-01-17,0.5054675980465927,0.16848536972789732
2012-01-18,0.27083679293327767,-0.0557694547748768
2012-01-19,-0.03292871164822082,-0.06488013391180977
2012-01-20,-0.08688153499386415,-0.29288045807475527
2012-01-21,-0.040548398912340106,-0.4652712649884249
2012-01-22,0.14643334171095337,-0.3224601070947398
2012-01-23,0.20798254144194986,-0.2864845730830768
2012-01-24,0.13672933276660032,-0.27443065167123465
2012-01-25,-0.1446110464033835,-0.3483087119968441
2012-01-26,-0.17023926642482268,-0.48169897262064076
2012-01-27,-0.07256488063138596,-0.42018489121658736
2012-01-28,0.009971870074786166,-0.2629505839265466
2012-01-29,0.01899281084435268,-0.22542589378082875
2012-01-30,0.11915814012520749,-0.033089400548942376
2012-01-31,0.01119469503153115,-0.20165985641177545
2012-02-01,0.027010646807827127,-0.07926010769793512
2012-02-02,0.056370035349293815,-0.06542895210345591
2012-02-03,0.02244510040599893,-0.13974608490209922
2012-02-04,0.001035460275972018,-0.17520550483690722
2012-02-05,0.02435166819053351,-0.11554853633779205
2012-02-06,0.3469028528531848,0.08951473363466846
2012-02-07,0.5654622678925842,0.3372163448764598
2012-02-08,0.516194308214756,0.3323346926651083
2012-02-09,0.556370524725339,0.21912941138171024
2012-02-10,0.5614565049524062,0.42386966523264136
2012-02-11,0.44919448678140006,0.341738892699913
2012-02-12,0.4169243466388509,0.340239085276891
2012-02-13,-0.06655632281876955,-0.011040202935493336
2012-02-14,-0.5633839661813078,-0.7753700474382049
2012-02-15,-0.7032528067104881,-0.8827816529589582
2012-02-16,-0.7358513345573746,-0.9312463263633769
2012-02-17,-0.5587186690492694,-0.9321030785543934
2012-02-18,-0.35890297591638365,-0.8721297225950009
2012-02-19,-0.19998234709421508,-0.7811019084317364
2012-02-20,-0.07959821805163357,-0.707330645274326
2012-02-21,0.045719296421832006,-0.6224409520684857
2012-02-22,0.1167370226287715,-0.6025144571385705
2012-02-23,0.17544634376215762,-0.5721852878006967
2012-02-24,0.20356148487058193,-0.5265007163838928
2012-02-25,0.11955109561553738,-0.47173635090748706
2012-02-26,0.050833757842738345,-0.46995597401233086
2012-02-27,0.08314990641956284,-0.4422917018095362
2012-02-28,-0.16684985340205202,-0.46220878144188693
2012-02-29,-0.16808411149151023,-0.5056481477506568
2012-03-01,0.014545233474461726,-0.4182776439244763
2012-03-02,0.40254643243386323,-0.2905772762807053
2012-03-03,0.39546146896735823,-0.14619604876454162
2012-03-04,0.40888548602437336,0.05928409801967859
2012-03-05,0.35475494927832213,-0.0662797240417141
2012-03-06,0.2571807701184523,-0.17797709894079053
2012-03-07,0.18213152477148858,-0.4006975667560239
2012-03-08,0.46781791973881565,-0.0236748526711061
2012-03-09,0.3959803513137251,-0.1441959343394835
2012-03-10,0.3568031811674391,-0.23134780818973982
2012-03-11,0.3193231629948425,-0.2435634908592796
2012-03-12,0.34148618248077345,-0.19691849869846875
2012-03-13,0.4297545766752118,-0.048552947482980474
2012-03-14,0.4474527465687241,0.145287810613387
2012-03-15,0.3806215641649164,0.10931419059439294
2012-03-16,0.46263925864464106,0.14672040605453968
2012-03-17,0.686229717256899,0.2011916141236508
2012-03-18,0.4833614375635638,-0.014182397004966263
2012-03-19,0.3775374502899694,0.17683585903000126
2012-03-20,0.36521417127406797,0.14967635654067626
2012-03-21,0.2895748371460715,0.12216107434616828
2012-03-22,0.2692815910269515,-0.19780168044939048
2012-03-23,0.30118088721088704,-0.34839389205826965
2012-03-24,0.3042762173577916,-0.4226623584858417
2012-03-25,0.29328129811256126,-0.36846846234832265
2012-03-26,0.29154574344410167,-0.3597332710315143
2012-03-27,0.28822776630939195,-0.3591169450711599
2012-03-28,0.09494862808405241,-0.35805876926414
2012-03-29,-0.08003086473721321,-0.35458465281637785
2012-03-30,0.03259954723390303,-0.27447721731950175
2012-03-31,-0.11565485599075055,-0.1924740798672766
2012-04-01,-0.17141779413815542,-0.08301255757801723
2012-04-02,0.08378379111444703,0.3545058937792356
2012-04-03,0.2440910062691856,0.3422386807416076
2012-04-04,0.27626351778858277,0.36144697553976185
2012-04-05,0.3080324938263155,0.4234512910492139
2012-04-06,0.2923011964195735,0.36616468096038657
2012-04-07,0.29483053451235525,0.4861893503117547
2012-04-08,0.2653772929128048,0.43256593465953525
2012-04-09,0.16968095609595152,0.33851912137378876
2012-04-10,0.0693116965356147,0.24400157596531538
2012-04-11,0.10710215068493942,0.25303151178314665
2012-04-12,0.17017301733292567,0.23998146745320126
2012-04-13,0.24817703562701104,0.2974157929341312
2012-04-14,0.3252319509024357,0.28124736165363867
2012-04-15,0.3699178178128767,0.35688808689411206
2012-04-16,0.2582715069632149,0.29014085075142426
2012-04-17,0.43530866921797445,0.4062448724238586
2012-04-18,0.5314483116329187,0.33135539586340595
2012-04-19,0.522115069627846,0.15940374170461008
2012-04-20,0.5219631403380881,0.5925264763358772
2012-04-21,0.3647151563227498,0.4986266733999427
2012-04-22,0.028433707990292722,0.2999470540478179
2012-04-23,-0.22935269871656747,0.3151384578837581
2012-04-24,-0.3839050811728944,0.3379147683859055
2012-04-25,-0.29946943134557297,0.27475714843536936
2012-04-26,-0.12911316817288765,0.3620120278879123
2012-04-27,-0.1027764620513625,0.3925299941259944
2012-04-28,-0.1481192584129485,0.37596933402439997
2012-04-29,-0.12162292615931465,0.3743894224035214
2012-04-30,-0.28124006382665545,0.38568100039827086
2012-05-01,-0.29402344589522295,0.4949235602627417
2012-05-02,-0.2589869055990844,0.496692986354167
2012-05-03,-0.1363596266896693,0.5007313262265235
2012-05-04,-0.09112538835547757,0.5238954202589033
2012-05-05,-0.025371919169310884,0.22444493065670176
2012-05-06,0.15930067896834157,0.1352980704619957
2012-05-07,0.3924460498917619,0.2745560564060929
2012-05-08,0.3834284641071289,0.2496256927878868
2012-05-09,0.32201777518804503,0.2165115264457885
2012-05-10,0.25769303651051917,0.23707253316812138
2012-05-11,0.23910074012269353,0.21800654107535763
2012-05-12,0.19574376634811932,0.016817852979229195
2012-05-13,0.16853395063487467,0.02456369071810666
2012-05-14,-0.0013703155359032027,-0.036534376891533625
2012-05-15,-0.13164360234977113,-0.11855885507767497
2012-05-16,-0.14770893634284368,-0.05873622986419603
2012-05-17,-0.0727855014389488,0.05881541194968609
2012-05-18,0.05736918527544591,0.09322193919687748
2012-05-19,0.2238609827509636,0.10015319318657143
2012-05-20,0.35319253766682707,0.14822480903014496
2012-05-21,0.5108762047057949,0.32695381369378756
2012-05-22,0.5568985755423946,0.39780456161499467
2012-05-23,0.6318802647553701,0.3019971479444868
2012-05-24,0.6421891887443207,0.21624784642140854
2012-05-25,0.5529490518174156,0.03485632586987288
2012-05-26,0.512633266499565,0.0345942877537044
2012-05-27,0.4443456708307951,0.1361667561330665
2012-05-28,0.12566163481045695,-0.1232343144353237
2012-05-29,0.28706323730577976,-0.14010004597412398
2012-05-30,0.23154484424527014,0.07440283319742634
2012-05-31,-0.019800747336105474,0.32960110512869756
2012-06-01,-0.11274233137927327,0.2776711852175522
2012-06-02,-0.4942892711435687,0.11154490073260909
2012-06-03,-0.3506558411895753,0.013844660509424423
2012-06-04,0.11990744959928534,0.1562047020279561
2012-06-05,0.41051435328361746,0.35034617616881464
2012-06-06,0.04410852646495517,0.2846663507313751
2012-06-07,0.1279747954182335,0.41251802568306783
2012-06-08,0.0390755424289667,0.4963715315819437
2012-06-09,0.09491251888682728,0.24223317123337115
2012-06-10,0.12475658406935619,0.35825811851083755
2012-06-11,0.1231624818475775,0.2638246435921111
2012-06-12,-0.006861534529014342,0.10575183884918209
2012-06-13,0.3821877296984708,-0.0039158122662196326
2012-06-14,0.4949451992919772,0.05073699831683384
2012-06-15,0.5396314687096517,0.15305599568388256
2012-06-16,0.47117564969523007,0.16096488769201664
2012-06-17,0.41744160906235084,-0.06620194638117621
2012-06-18,0.38492234879515275,-0.2632441285936315
2012-06-19,0.41375035715673686,-0.26392821021623636
2012-06-20,0.3583548109559436,-0.303669910950706
2012-06-21,0.11888721142522123,-0.4610017174352522
2012-06-22,-0.012357219880479971,-0.41076976350914424
2012-06-23,-0.1569098515555097,-0.2669968149130797
2012-06-24,-0.2195448395016678,-0.4454314684288259
2012-06-25,-0.20969814981910442,-0.3962689838327485
2012-06-26,-0.2964874067045441,-0.39574850970451314
2012-06-27,-0.6478397625179086,-0.46862674512057984
2012-06-28,-0.5116370410127502,-0.44155552868385956
2012-06-29,-0.29713428178856877,-0.022872540755931925
2012-06-30,-0.47134639105023174,-0.1183327824162864
2012-07-01,-0.4661306695168791,-0.07351208407450342
2012-07-02,-0.2569053498169738,-0.3294814799071871
2012-07-03,0.025227538418705436,-0.20290108895169787
2012-07-04,0.13175034103551664,-0.20592739270958987
2012-07-05,-0.03196685917674154,-0.17780581501227485
2012-07-06,-0.05043778074973088,-0.14878296116657952
2012-07-07,-0.038282881369273394,0.122687939243289
2012-07-08,-0.1870044051632256,0.08171283618358541
2012-07-09,-0.23783291242251264,0.10016934691568906
2012-07-10,0.4187327034558562,0.10162887207565352
2012-07-11,0.6791505755609059,-0.07813040802273453
2012-07-12,0.453799257379209,-0.17200551961841343
2012-07-13,0.45673890333811673,0.04119371086076153
2012-07-14,0.34130239926073513,0.1361718385701382
2012-07-15,0.35014206198618053,0.04547405879743505
2012-07-16,0.4561994099284767,0.05661190943444602
2012-07-17,0.6214363281825892,0.11693197610202033
2012-07-18,0.6341381053178569,-0.03786090295655494
2012-07-19,0.6255128451919297,-0.1075605048674009
2012-07-20,0.6219430801990243,-0.11887056113260332
2012-07-21,0.6479723220969831,-0.1374197855522864
