Height,Input,Output,Sum,Time
29170,['1Cz3At5sEkLN9KXUCRHAfkPpxryMqV4faz'],"['1LsbJouWZswhBe2C4uL1122aXco8AovUbk', '1']",['1'],2009-12-09 13:42:52
29170,['1LsbJouWZswhBe2C4uL1122aXco8AovUbk'],"['15rXpfXauzXaHcdNef5Aq1nAvZsMQ26xZQ', '1']",['1'],2009-12-09 13:42:52
34402,"['1E28MNvBoUagvUFqnNk9nYQVo1ZbvDRzb2', '16zh27EHuLSRgqnSbJiBqZdrNuRpqftrhE', '19Q94BAWX4w578LkUhsmg4MLZUUWVGnEeT', '19CxeZYMkcJTyoo6KVZ7sBFpsfkb6imin6', '18GfzRhEXnAfKpB9EikozB3eRsqZuye4Vy', '1Mzdy9wRDATWhXuAec2Chx3EgPSi3wJp3r', '18KzubydP1DYjMAqCe5zyU4VM5NrGC17dg', '17GvQjvEY2zPj7oC9738iRHUQ1MQvWniyc', '1AK6bVGtk2E4DFkS3Wsa4CEiqCpGUBMYzw', '19zCDq9BPViw5X3TwNA3zofy66JuG8jCmw', '19w64bBMF7dwyokAe6xGsVg29YX3ok6Kb3', '1PePkhTkCfCegbrfFDy2PLc1NyMeC2Z3ZV', '1owJ6FsSirSpEmrscA73w6gUZ4Y2rig4u', '1KgqSmmbuexnnEVbw4JGaB3KNcwTqoAqWH', '19feNcfvZYCsuzFaVdgaHYVFPbYoVpVjiv', '1A8vPNKmLt5Hsow9oAaf8FMjfzk7g8hus8', '1AKPw1bbxLQNE4fuiH2j6QKQVaqZ5NQsy2', '1xBfR3o1Np1kCmwiZ5nPdTbDmGQNFomxv', '1DTeFAK4ky97dkTQ8wMhPbYiuBLMYCmtKr', '1NaAVmio4gkRESe9TXdwsSz6o9WF37Mt4G', '1Lwdnxg7XNqD3TeYQSNEbTMu9mSLfPT4h2', '12okzBND7oNZUSKnaboXFHdj4wgRZLKe9e', '1CH2JoLNerCBYBKrVmCCBcujjM9BNMrzjz', '16YmWTQRdC3L1UxKbXZcCfkYg6F9i1gocp', '13rZ6YFkEG4hhsp9DN4HhbrS2rDmawEyH6', '1A8uKroXLGAVi1gFDe4okaNnGzBRUHQANZ', '13VsTCnc7nyXS3RadvGTjqEWZbGYAdufvP', '19XTuGyHJFxxGdygrHYRJc4DqpQqGRQtdT', '1AnfrhfTo4QJmWwcSGyXztax2AM331mPWd', '1DLDhfWwwVwVSuDtAb7Akxu69iqRTaJv5v', '1CnXnuDUbKmePhGQjA4R9MPJoyR8XxuLgH', '1HEx5iN1548ppmWZungU7zTRTqJYjkv2P', '13bLRjF8hemBtNFaG1XEEK8JHyBjMA2Sv6', '1KB8HYQir9Yyk8y8tTERjQmub9uboCwuvW', '15X34LR2xwkW2KJD8GsVn3r6ip7o4RnbyV', '1M2fzGr6xdkB8GhNyicMpmUyd6Vrp8UaG9', '16ikSnGxjJz1VmT7Bga4SYeSTNFNwEjyeg', '1CzUaA13fwubRPwgP2AZQQwjNxFLsPaDpV', '1HRVaPDPrq4szi84FdNVrhjeFCNfjcHp4D', '1EQBSssmwFYg5ZByVecJ8ran1ESbk2yrSR', '12pqYMXxEgpwfCaK33x9LFTNdWJB4cLr5y', '1DKXXcJFxNcQUgz9NYt7TbFBSd1VdmhiiL', '18mRJGRt93QUakjeccva73Aqa8Qyvo6wfu', '1KN6SLxpWfKcXw9fmbGN8jQ2waVvkggEP4', '14mN36a3nxsLQyrsWcS55ZrhqFBXBTHbUp', '1KXjQ7MnvhXqQxb4CmKmbggkMTJodCXWZY', '18vFmNafmf1joVspwynTXuoQBo9ktZJdax', '1JimnLB8Zw9LwYmgjMstzhNZRE5JSciWTB', '1GDVR3jSZMJd4je9qnHw91WF9cNTqwVciU', '1EhH7r6PhJMt7UZX1YX31G89bkDpz5W9hb', '18TuLjLhv6hLKx1F54mDquUDCSrDCiqKXu', '1QBtRQ1BMuNKXkQR8uEWMx4NbNm7eC82fC', '1NtHDxBfNihfnKx89MUUT94eTui4cS87Cc', '12Hb5jVWmvom83jqzQGAwvyWQcNVRtetSw', '1LR1DMNUoNKGxzrUhi62bHqzG2GffZwDbH', '1KXNaaLiTXQRthiWwhZVuxobdoMnyithZS', '12vd71RP2qNx68iEN5xaVBxVefPNXUaswM', '1ESJgkjucTzr6qiYrkp8FtXmNEGdUVzB62', '1NwR7BAyVxzyussuc4p9mrqgTXeaYrarhk', '1BBs1AcKNn7R2eHVyBDZgt3j8VuwfcNFNZ', '1PwsCSE4kAQjgyBKRDKRv6bHV33GcY8uu9', '1R9QeM5wD3BdrfCeEh8kMGz3TURzUu3kN', '1C3UCo1gSkt342k22V2XMbzgqnkFdZQPNZ', '1Ng3PHFGRs9W8W8KMSpzuvPPGdAMcjVh3A', '1FyutvEHZy2h5GMcHi6kMSadG7mMT8kwQj', '1Eh6VCiaYpWxGo9zFjptoFLs8fcZdfY2d', '1Hvwr48UyzPjPCi2r3zSczfpMBAGHMWnb5', '1GonXBD3TRuCREyVmxLUgGYt6rMqvA8gZf', '12ZQpuHqtaJFGSySQjhJkLZzfiKQYGtXLE', '1Dq39m7LsSVRsJCq82GpV5dF5BkTVcnL9R', '17zNneJPj2G2LZDaMJ46SyvcXG2BRzmFUS', '1PJGdxC7R6ya5vAwBMedZAi41vQsBc8TbM', '1CovbAzHqFZdV1dCLH4Xo3nvG2Mpc6E7c', '1M5c7DVntsu7oirbjtYhz5c3ATjSW5J6Sa', '15TXCPz2Qc8ZqAWuE8AJhBmGJgn6wyWdBS', '12FrExVFChEhnQgnEQSLfpDMnGj7gsMM3G', '1Fgv59KFjC2CnhcaiHSi1MA2Jh3FJhurgo', '16MjTPpqRnzLZkCTuvMXNomHaYzoUKYZDu', '15UP3BArjp98FAuZvrcRYL7hRxu6HQcMJJ', '14Ly7zHe36ixUwCDQRsWXisoUSgwsu5pbE', '1G8upUA5JyYoVPvNSza38ePTtQytFjTv6t', '1EDxQmhsK2LQWd8KaEBPxMewy7Dx3TBqzM', '15keghuSCypjKcHbcuDrUqJEdbKD9cwG2C', '1PbV2VtCM76V9HAbRTCECCas8i3Qt4tw2M', '1GDc8t8Bo6CYkegXGxSa3vA7YZkbhTzsxc', '1Nb6Gx67dvNYBLMobpfbM6F2FK6XFXNhMG', '1NCKn5pJEoUr5B1E6pGB6jVFugabyvPbBJ', '1HtoPabEPUCQ9KCQvWyFphtEy9S6rGMtcG', '1NdxMe7axYspHaAGH8AV4GvTpP6aH4H8nk', '12f21cHi9NvLuHuiW48iAyRcBGm2bZgYMk', '14aCmpnCrwQCbhB4FwcBeCDdwVtixS3UB1', '1Eh6XqTjKYstRPuXuQooiWQch8CPpA1aiP', '1L4kzZj8YMLPTfRmZCACxeyGAgREpSDzc3', '1MwfRgivmuBqpLHGcw7rpNvCM2vjtAnVF', '1Ezy2AQWpA2iB1c9tFxk4j38VLZaBxPMhJ', '1My46eQvYGRb1kZ2YUMoyKC9QJw13dDBTB', '1B9MqSvrxcRWGVNcz5PyUrhqjVpdKmiP2H', '156SemCPraxKRcJ2Syp4WF9n3fEuzHqfCX', '1MUPTxh6kcGShRz7poNTFLU62kzaHbWfjc', '1Auv1FgA2jSNZvzDqJQMyt5N8CPUmQbzC5', '1Nc5HifyCbnK1RoMXi4N5Nsx2cfxFqyzoz']","['12higDjoCCNXSA95xZMWUdPvXNmkAduhWv', '5000', '1E28MNvBoUagvUFqnNk9nYQVo1ZbvDRzb2', '49.88']",['5049.88'],2010-01-12 17:55:48
34402,"['1FCNyMReKH6muVEuzER3RJjXRHavYihMhV', '1A5vKT1oXdaxycr7b1cxxKyMUxky4uwQGy', '1Er7tMz3Qb1A6dmsiUSHkzEq8H7qWe8vhb', '1CSUUSuas1A19SmjB5ZFegn5B2NWrf8bVU', '12G674t4gAjKU2kz27mtFc48kpDLnQ6AuJ', '13gCAdQ34JdveoqABSswXdWGos4mqEqJJP', '1CSuJ5rUnFmZJaVSW6bwi8K1UqEoFHXopY', '14sxKbCK4i7jHnZHWLpDGTBXT7ziVvMDU4', '1NGNUWCnfMJaUmxjf4pqPpyN39TECXKj2r', '1BMei4vzBUwHSRwT7DHuFPxhsSoEENGLaa', '15nMfuvu8qtmicU8ipkBrXwbQSAjFnZxQ8', '1NQ455KEVLWfdkazDYuTBCfE8dv6cEn3pp', '17cVenebtAnVY71ynbbJx9DrhU3Bd1nFev', '1HWjMReDCjsEwiQgwShz9D1tmd3tALMAJS', '15fYNs9fbc9VGYH3GzasbXij5LgvViMhBA', '17tSF6641JoBNV7LbeqjbfaAcmLUqK2s3d', '1CjWLvPKDB4LSVZqjZfTVKmGBZAo9sFcTo', '1Ns3Nzia7EzdeuXM2do8VCe1ddaf41QDCg', '1PYEUfJaF4VhP7Yt7z6FbieC1jRYEHT4w2', '14npkL1YMYjeMaPPGY5ZMN8VozJpTgG2Dg', '1A4gF32BrAVGZgCJJr39ouy6mEiinQa72P', '1LoVfTMgSUh4cLQBY4ZQwyf4HZSovrMJVs', '12HxGW3XSN1389cXfep4DKJevQAsYvvbXp', '1A5cxXVTRQrqovLdozZApzsow2FMcSoxNh', '16aYBTGhoFeTks1DVnZA53QYoUeR5TRrxg', '17fu9XiXKFxMNfYpPGFFGLcgQJtA1omoqg', '1NoFWAfadXH5GvPseB2DiFckKCaci6p8zM', '19zL8ooMfbwoQNoB7KRA9nCG6hvpRSMMsP', '1NeTsKwa4v6sg8HnzxTuZTqufQs5KYa9Bp', '1nJ2hSQ7UmJ9gQ7UVhPLvrCtiwvvmJDB8', '1KZqByXJzebFkWjkwwCjk7ArYwsDcagtGi', '1FQZ12RwZnPWGdp6vZa5LLf7wxzFE7ke7e', '1N14cDEWpVqdQoCpXMVn8GY9SMbBPFrChm', '17vSN6t8wVWxkSM2MAf6UGngMU2AkuYq8Y', '19gFWZLMZ6ooJz76GLY7rMZraDWM7L5Bkn', '1CBdAyBLevRpWUQNLoebkTpLTNtDk5w6T2', '16hCM5L6NPWZKgT12aHdGtugpb9MLN3CCh', '13XQAgVmTsdveztx7i7ZB5FRgeMvjjhXiD', '15kLGaL2jNCmSY2KTz3iJUwt8pm5yHZ9G5', '1FNVSyZLbXHVH78mNKnRqbura1iKxPyWh1', '1C64M2R3EAYtArgFghLuPj4s2NMSR89uMC', '1LVMuoiGfNFFXuaGHBr7SaDTr2GuCZ78sY', '1ESehxMZffjEz3MmRpcFGaZZF8pg8nfTMZ', '1NAfeDnDeTSebqASwWMYAtjzNUrTkkkPst', '18Rz2DKKmCCtwhZdpoQJqyPXf4zXHUwvdB', '1PY6DvVmC2UjnvaMUJp88jcQ7FDKgdNtLQ', '1FL9iQNxQfgSeZ2EnRRVcXVkkTUtpYRxHP', '1GEnZJCasWe6bcAtM1Z1S2qvBop84E1NEj', '1N4qkqwvAGnKeW2Vf8ivVPKRyo14sBW4vr', '1Dwu4dSMMT1akqVWWuxfG2Jx4p2Z8nBns2', '14vMY3teB2S5TciDQcy9focYwSmi727J7Q', '1AJNuTDscTZrybJiz544sn8MsgSn7MokLx', '18umEQoQ9LZVvj9QGPQAQUxCahsgNkYaeA', '1BWQR458YP6yTYKxUWK59jVG2ZzsTZRbNU', '1C4Cx5UnjTZB7xvmXZTYW5Vse1g5BKppmH', '1AJof5nUeiDS8LeU3qrMQSEdEnJ4dpZjcV', '1JWsQ71PYDmppRZWcfyGpVLWNiha2qcEEU', '1jHAUESPhUUCzet2W9fWDUvNtyxU87RzH', '12Wc6ZLWiyDmheXGBd4HVmXACMhqsefqth', '1HhVjpYzg7yD1FPFkwcDsPoXbzGjrFyFTG', '17bRoipM2iBBU7wBC9dgzPrwmZDNu5NRMt', '1LkbicQqzbXCfV5n3F3VK3CvhzCVtWEqtw', '1MufcDEP4wqvL2JLvPKtDKz8UrE4LtF9ok', '1BSdu2NinEMHGFN3HtoScpuyFQECuJ9x2D', '13WQHSzXNi4hmjQxoDmm8Gxbn2GqxLaFvf', '1FvUkzgpeeoGoxLH2coEzm2U2SjPsztSBD', '1L4R2brx9x8VFQKhLUu9ztxMFdjXwb15T2', '1GtUponddipmhf7RJmjsiacDuiKsDLA81h', '14zGYVq1AgxzUrtWwhtQojvWAKSpunXEcg', '1E5ZjTxyjZVKjfzZ5oyPtzzx6ZaGQjfxNj', '1CxHTwUnJsKvKenVU9htioARrijEmZGkgX', '1BGDwuv2dNNXfEfisxeRTmTzFNy7bERSs9', '12bfTVADTVSnZtSYKAsDmbcuUH9Fg944LV', '15iW8PmWwxQb5qxrtBpw71Jp9uvBHMXUDs', '17QQdGEctDUg9cYjYXNXjsEN5naYHbXNtE', '1FNSk3EpJ9ztTGFJ1irsptg8WwFiFFMKsu', '1CH2GrBk8Ai19LXKPW5iViPXJ5j5p69uvp', '1378sHNUA55dSzdDZeUyGVJ7kGQp9n9kx4', '1C6geqG3oxXXDbZkQkWG6exGDFcBvJJFF', '1C1bHQoARrLJQ5FLXv6sZJtRwAJw1HP7Fr', '1PMpiUM2isoLpab5ugJEMjFqjmEN8pm7Bn', '1Ci8RiNh48iqr7vamdtQgBrNrCpH9sh3fG', '13JNN5zVRczrtESePHNA5bz7im7tTbp85m', '1NDuNUzLQx6tyYo1PnLJuMLyEgEkjnphUA', '12WwEdeBhNBbnWjHdX4PkmGZYjfS7XTNBk', '17YzJesKkQFMSwUPrecavVVWoR5vXN13kF', '19fnXZjutwDbqAkk2VdguaxmqL2MKVraEe', '1MnTmQc8Tsbjjt5wAkxsSJzCJjFjxSDzMj', '18mXiGi6Edmp82TcXReqig8TDcaivAnLkt', '1DMWZwUrX31sn5jzRBQ6CR4SMNid6S4gBg', '1J1Tp8rNv17nhpnn2j5LMMgXY9EENAwQ5w', '1NaQkymVEpQmhKhaEJKe8vT4aE5dtZ4A6m', '1LezwAuBs1naxFgwZfuZGRzFzn2Qk9XS7x', '14VggeHodP6ko8oSpBScWCezh5XpRNCnpL', '1NwUxHXFcrN9zfoqzLJRqYH53fYKK8U733', '13oxpmNWrg6VE3638B2xfEBRkg1DJT7aMP', '16MHAtKh4tjj6mxqYRh8qa1TkxV62SFwFw', '16rh7i25Ro157CeJJuSD5XyRdzXuGVGz19', '13mUSMSu8Mzv5L3wgR8feDyF8WBsEhu1on', '1GN5JoKkkxTeK7dAB9275qiSRUZiNpZEH', '1DDknL2RQSFpRTCNtTT9b4L7EoGzQ6aJDt', '12syYbhzfDPMiftBLrZPLMPCQMzXkTLZDy', '1Eo7WaKASKVoCobjaS1bEBLpjGHFwrDHKf', '1P9YMFXYS2NUXkL1weu7imuRBRyppgei45', '125QuhdUarY4J7yDsvisSsBUeuYvrxL3Wz', '115sTApxs41FEskHigPyP7RLWkZzoFuRJQ', '1LqHxgXGuJbSPkN9Q53ic5PpZPz5eQroJb', '1N7eEbKAzygHkdV7BETKHUe5kQUWEWAnAJ', '18REzHirwcrKb7y8C9UNQMvBGwUTrKQjEa', '142oxFWp7mKJKkwUVFTUPZ6yPeC6dAeaFv', '1EGcyobQdqmBEF4YsmVdEb4vWQ7mouTRJT', '16r39K1Jmu24yecuzKP5CD9QVbe8j227oE', '12MmQHv3XdTHCfU9hCeMvfrUbgrDzDjAWS', '1JWzLjuQ9uf5P7t4cgZB6wi1yJXD9QcdTE', '1E28MNvBoUagvUFqnNk9nYQVo1ZbvDRzb2']","['12higDjoCCNXSA95xZMWUdPvXNmkAduhWv', '5749', '1FCNyMReKH6muVEuzER3RJjXRHavYihMhV', '0.74']",['5749.74'],2010-01-12 17:55:48
35637,['1HQDbaTkEtDjwnzQ8vtUXKEYeVWw6wbiYx'],"['1PuGeA15qWnrbNcsZurrSxRYbwi2pVeaDG', '47', '18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '2']",['49'],2010-01-21 12:52:06
35637,['1PuGeA15qWnrbNcsZurrSxRYbwi2pVeaDG'],"['18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '1.2', '1CBB5tP2afbrxB21Vu1PBBhU3gE71jPZZh', '45.8']",['47'],2010-01-21 12:52:06
35637,['1CBB5tP2afbrxB21Vu1PBBhU3gE71jPZZh'],"['18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '0.05', '1Nia3nrdbt564mH8gahAAdv77yYa2iMQ2P', '45.75']",['45.8'],2010-01-21 12:52:06
35637,['1Nia3nrdbt564mH8gahAAdv77yYa2iMQ2P'],"['18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '0.01', '1ASqfTDh5EuwrSvwtBTr8VX3nS4Kz9wzjk', '45.74']",['45.75'],2010-01-21 12:52:06
35637,['1ASqfTDh5EuwrSvwtBTr8VX3nS4Kz9wzjk'],"['1Ld42NWxbumPW9t641QCi4ZvPAn6Py6eu9', '45', '18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '0.74']",['45.74'],2010-01-21 12:52:06
35992,['1LWXPFobKJBxEp3rGsZhL5txvAD7x442U8'],"['15ALqs3BQf99xJD9hAb9Tk6QkRSwfYkkcX', '47', '1EGDbCKGbizMFgwjn4WNHTvAthsvrsixDv', '2']",['49'],2010-01-23 20:17:11
35992,['1EGDbCKGbizMFgwjn4WNHTvAthsvrsixDv'],"['18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '2']",['2'],2010-01-23 20:17:11
36236,['1FTtd9jys3zmETNrJRLYd8yTsLZnWhMxLG'],"['17sPrimZ4KMSGGMPStqmKrmCf2JAoVXmyK', '50']",['50'],2010-01-25 07:36:04
36236,['17sPrimZ4KMSGGMPStqmKrmCf2JAoVXmyK'],"['18qHm7h7v1fSVXh46ySTGdUSWkm9ZMD7bz', '25', '113A9Fv1qkHkJHHrUUyeyUqoeyxoSf3XnA', '25']",['50'],2010-01-25 07:36:04
36405,['113A9Fv1qkHkJHHrUUyeyUqoeyxoSf3XnA'],"['18jcAxi9PS7zrnydiXTiWQc11w8WDxrxqL', '25']",['25'],2010-01-26 03:47:37
36405,['18jcAxi9PS7zrnydiXTiWQc11w8WDxrxqL'],"['113A9Fv1qkHkJHHrUUyeyUqoeyxoSf3XnA', '25']",['25'],2010-01-26 03:47:37
36516,"['1Ae7ajAGTN16TL9t9PGG7SFGHEkgNDpWPu', '15ALqs3BQf99xJD9hAb9Tk6QkRSwfYkkcX', '18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h']","['18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '99']",['99'],2010-01-26 16:54:32
36516,"['1CDt6fN8FErijyAT3xNUqQhDQ4CCguMfMp', '1DmU3kS2RxMrrRSri1FTgLsnTqrjmYXxHy', '176GtqQpoA6xSztULxF3i7mQdd1Fb5anqz', '1FyN7X86XHF14c3wvDU2hdX3rmJBFFuvrq', '19XcCDSnLKvsSjSr6c6b8Q2YPiGfVsywA9', '18cdN5BMtg8Zg9CWLW3d3Le1WfhRepmgPp', '1KTQnUuQ7uuK56DvPMGnPXTAwLnQ4Mmy2C', '15rcLc5cJ98TyHdRZogFuBbD6AXAwASYep', '18nM13Qq7hHf2hVkV2aZx8QhvWfFBMY14h', '1GqB9HYq7P9k7PwvnVsH4WSBcMwNeg1ZQ9', '1A9LbPUkXmbtj8RrrNqNSbBzD9roE2wZmb']","['1CnnoeF7437jcj8QQrDGr4qNaubGh3Zfj1', '49', '19k8nToWwMGuF4HkNpzgoVAYk4viBnEs5D', '550']",['599'],2010-01-26 16:54:32
37303,"['1EQKsTkMVzH5DG4TDwDNMYfQ3NZ3zyncHT', '1FXVdeNFUQwv2KcMiyMmCF7dFZUQa44md6', '1AKvYtf6mrsMGh3ciqyTCNL4H8ZQupz5Q8', '141MJdnjdyNuFCtkP1bWB7QiaahRhfkESc', '12RPFrts7yzS9G4LYdPm5vhYfSzcKxNKZc']","['1LQNZYD6XqmXg6CJ1bXKsLRVRzRqaCxF6m', '250']",['250'],2010-01-30 21:58:48
37303,['1MReZ2UZ24jv2ckLp8GMcRUaXPMb3wRdnn'],"['145vWvzJ3fKtMuLQcwS9jMW44D4C1noH9H', '50']",['50'],2010-01-30 21:58:48
37514,['14dZLztXXGSYuZDHBqHe7iXiCGNgLTfsdY'],"['1D5faUoc4iJpegwCYSLcNmMiNd42rPzVLp', '1']",['1'],2010-02-01 01:47:30
37514,['16KkRwwdyoZPYpcBqUbM8YrifGyLjcJdj7'],"['181iyofcXEUif4kfxAymFeX9EtmfKQExPL', '99', '14dZLztXXGSYuZDHBqHe7iXiCGNgLTfsdY', '101']",['200'],2010-02-01 01:47:30
38004,"['1KdPkDbvgfQV8ZDi34DXcd1n2emxU3SBs2', '17vm6S18PBxxxW6f5GpEkTfoLwAhg7tNcw']","['19k8nToWwMGuF4HkNpzgoVAYk4viBnEs5D', '100']",['100'],2010-02-03 16:32:14
38004,"['1ArBXXgSHRtHxQb3j1gCWa6m3DDbVLCpEB', '12LiXCnQLDE8tR27DeULAmssXqbHfVZLCz', '1A6EgvndmkwmybkS2Ap2866ExxALFQhUkT', '12DgaVp5N9dN2bErADp6deK1A84Mxp7Y3H']","['19k8nToWwMGuF4HkNpzgoVAYk4viBnEs5D', '200']",['200'],2010-02-03 16:32:14
38353,['1Kjx2jPSjaH6asG7CgpU6M6SRP2gWFAkTE'],"['1BfgGh8pV9g1ZpdWtFKxSbs76Tfc4WXXXA', '49', '1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc', '1']",['50'],2010-02-05 03:37:52
38353,"['1NAfaS3cp6jmhHdWFAM9YH5BXxKmWLatv', '1BfgGh8pV9g1ZpdWtFKxSbs76Tfc4WXXXA', '1DJxSSwdBjkLkZqqLGMTKx1tEnGHzJ2NS']","['1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc', '149']",['149'],2010-02-05 03:37:52
38552,['14n3VT46ZmaYgxPs3YUkMP4BUs3MKmhM81'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1DWTU4v6jV9BXJG1TSVS8gvmgcDna35Yyt'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['14cRJ9t2qXjWWEpnV3rHK2vfpAkCVojop9'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1FJhTsERub63NWNVrjw6hxTJBdAqgWZGCR'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1C4MJ7eRfFsQSYN7fNfjSo3VxcHqGLuUCU'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['15d2mzoiz9HjTB1EPTp6Jg87s2tqgNQTSB'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '650']",['650'],2010-02-06 00:47:01
38552,['13BwBRtRcwq8pefsVhsyymSaKTjTVTJNxw'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1HrAKuiiTwem6FLv5MwTiKKpurySNp3GK6'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1JGqw7wRiBSdNVwQyocSZQzf9nkbzW1vv1'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['13tMcVe6ewmfLm6Ryj7E6BUj3Nj7GRLDTS'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['16NMjQs9HDcJadMqvnqqBPRB1nmCMUY9t8'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
38552,['1JJMSsPxvw8Zi34uqesyCeLbcAjoAjPjo1'],"['19uf6F6EDijkH4ZUaqsi3pZ2SVD6A5RG8X', '50']",['50'],2010-02-06 00:47:01
39067,"['1Pm9QhBsdzYtbftePJUkNmTKeouYxtqSni', '1HjU4RDzRFfY9DHNbVmn8nC7TpyX3WgkFq', '1JdFQYY8p93MbHjsKFsYhKHunhtTyYSbwF', '1HuNCUoBMAeJZjJDQPFxAvcLmG3eZ3pVDz', '19gKZeQbTrWBnMj1QmcJBngrNzG6JkN9FW', '1PoVCPE7gLgiMf4kTf3RdNzZwtBQeQenji', '181RzXnzNErkKAupC12JeGHx9ntvGY3piE', '1HhG8swJJ8JhxNwsXS85ShAKoCBeVT2vpr', '1CuRNUxPbaefZoEzHDPY8sa8yb5rtU1VPh', '13r4JWQzkSiyisKkd1ti1rKgtLLjuP1r3e', '15MSxrWMrZuHz58FW9Hr8fhHnbxFsJrerF', '1PJdKzTpJ228sC1ck8KvudBi1ErTU4h2gP', '14jX6Ya7e1x2KUjAhmDq2NtvmXabuQ7w3n', '1HXPXjB4uBjQtcPqyzXXmHCqYg8gAr4LW', '1M76MmkkZbTsu2CBmx7QQPH9NsaVprBqxv']","['18678RbdxmLrQQ5cn2Dwohdk4E2EziTbmb', '700']",['700'],2010-02-08 12:47:42
39067,['18678RbdxmLrQQ5cn2Dwohdk4E2EziTbmb'],"['1M76MmkkZbTsu2CBmx7QQPH9NsaVprBqxv', '700']",['700'],2010-02-08 12:47:42
