block_date,daily_trans,daily_btc
2014-09-03,71772,500696.80437414
2014-09-04,70620,446816.20884878
2014-09-05,68148,495118.7660017
2014-09-06,62799,309517.39825355
2014-09-07,60131,368867.72378994
2014-09-08,76428,503846.8508663
2014-09-09,80780,509268.28307635
2014-09-10,72069,468252.39771333
2014-09-11,66250,447711.06411185
2014-09-12,67563,455265.39845617
2014-09-13,61586,327045.36120173003
2014-09-14,67521,366497.45827754
2014-09-15,78432,460316.84817077
2014-09-16,86921,429683.34986596997
2014-09-17,80446,473508.10878316
2014-09-18,76603,701727.30802868
2014-09-19,69411,702780.88450756
2014-09-20,63654,751412.4781355
2014-09-21,59198,796262.35906621
2014-09-22,72814,531384.94232317
2014-09-23,76950,784281.64320074
2014-09-24,74597,910649.13246591
2014-09-25,78188,674799.62953574
2014-09-26,72401,559139.9239567
2014-09-27,63046,516018.86749306
2014-09-28,61217,460008.74493383
2014-09-29,78559,702216.01097621
2014-09-30,77987,664642.03125293
2014-10-01,77985,694469.90041186
2014-10-02,71453,592692.40258339
2014-10-03,75356,729183.71856772
2014-10-04,66117,651024.45679151
2014-10-05,66745,918458.8754917
2014-10-06,77748,1127607.7828230201
2014-10-07,79311,863068.12428168
2014-10-08,78636,901166.38699163
2014-10-09,82218,966334.13456719
2014-10-10,80309,978922.60717337
2014-10-11,64616,579388.62377919
2014-10-12,63365,471933.51708535
2014-10-13,78375,780530.92675508
2014-10-14,82031,898950.31217129
2014-10-15,74936,1186307.97368816
2014-10-16,75828,1055474.85342023
2014-10-17,69916,905885.07005615
2014-10-18,66629,599285.12221578
2014-10-19,64743,456025.03505666
2014-10-20,81247,823016.1385831201
2014-10-21,81207,576497.65406736
2014-10-22,79181,858914.62061696
2014-10-23,80603,1083016.31889072
2014-10-24,78159,709332.70752435
2014-10-25,72224,910086.55509416
2014-10-26,71076,870227.82663042
2014-10-27,83835,1073706.02240354
2014-10-28,87459,840573.94234707
2014-10-29,94290,798660.19650901
2014-10-30,91795,708581.32921745
2014-10-31,85083,1286924.3762231
2014-11-01,69208,693462.59021005
2014-11-02,76387,547233.78321771
2014-11-03,90058,1072624.2304652801
2014-11-04,90611,1163662.55960072
2014-11-05,88994,956728.58346702
2014-11-06,92527,816628.91814273
2014-11-07,83589,768876.37369009
2014-11-08,72845,561081.84749321
2014-11-09,72175,533409.45181644
2014-11-10,88494,933654.91219762
2014-11-11,85561,692296.51847613
2014-11-12,95352,1120420.29247576
2014-11-13,93113,1646698.3746655202
2014-11-14,85726,959895.44825761
2014-11-15,72788,796275.54616312
2014-11-16,75648,723209.78649658
2014-11-17,88863,841108.36984612
2014-11-18,86781,975247.11902175
2014-11-19,85783,939594.97618928
2014-11-20,88982,1029497.21025551
2014-11-21,81926,1317365.32543679
2014-11-22,74389,783459.44370211
2014-11-23,76491,594312.80805044
2014-11-24,86702,802161.7585667
2014-11-25,86650,970114.9166294701
2014-11-26,85106,1052766.42066389
2014-11-27,83429,986234.71709613
2014-11-28,86441,1350694.6294911401
2014-11-29,79254,975382.29864473
2014-11-30,83994,971246.98573887
2014-12-01,99306,1330946.74329564
2014-12-02,97390,1350184.10785679
2014-12-03,99923,1216332.86583244
2014-12-04,98121,1065434.55053481
2014-12-05,91021,1158929.42210522
2014-12-06,79831,605265.86387143
2014-12-07,76174,837435.05232394
2014-12-08,88719,1630210.30137046
2014-12-09,90370,1153268.84850955
2014-12-10,88590,1318064.80526549
2014-12-11,83895,811769.17565154
2014-12-12,81757,971439.53079523
2014-12-13,75605,700270.51879271
2014-12-14,79393,613144.70974464
2014-12-15,97653,893980.85275852
2014-12-16,98634,969650.4011728701
2014-12-17,98701,1140828.88834592
2014-12-18,94352,1132190.78696987
2014-12-19,93398,873335.55073931
2014-12-20,86876,714304.32451677
2014-12-21,79809,961988.30433561
2014-12-22,95210,994876.4215570401
2014-12-23,98877,1202019.58732803
2014-12-24,82649,830210.50840993
2014-12-25,67533,866483.94267402
2014-12-26,75889,707354.4250451
2014-12-27,77480,660914.96138805
2014-12-28,75021,687503.38821352
2014-12-29,83904,799733.16009095
2014-12-30,85183,1094208.84899384
2014-12-31,76135,945370.2561590701
2015-01-01,59247,468080.10677640996
2015-01-02,79372,728923.22297966
2015-01-03,82919,850545.95452402
2015-01-04,85366,1136185.13053893
2015-01-05,95925,1139696.34941075
2015-01-06,87477,1161098.18578423
2015-01-07,91838,1265489.04925922
2015-01-08,106914,1435252.22915327
2015-01-09,101186,1270654.47563719
2015-01-10,105710,959264.0574355699
2015-01-11,89453,1222159.6624187
2015-01-12,100966,1038375.99038724
2015-01-13,100909,1779449.83396023
2015-01-14,107295,2438147.4237349
2015-01-15,117434,2535858.74075966
2015-01-16,104820,1961391.5544906
2015-01-17,90108,1108220.36197311
2015-01-18,84533,988005.47524614
2015-01-19,97425,989953.56884695
2015-01-20,99489,1424530.5852244801
2015-01-21,95825,1415832.20671303
2015-01-22,95695,1225962.01153768
2015-01-23,90893,1015308.73416646
2015-01-24,83732,1203987.46768988
2015-01-25,85894,930496.6663459301
2015-01-26,108997,2160539.58671643
2015-01-27,98161,1122457.61746268
2015-01-28,85831,930885.84861051
2015-01-29,90590,973699.00550947
2015-01-30,81103,889576.43947023
2015-01-31,85538,781579.62864898
2015-02-01,78687,747524.03796627
2015-02-02,85375,985233.2769735
2015-02-03,92313,1306766.64403686
2015-02-04,90918,1217183.5432839799
2015-02-05,87239,1252222.35130699
2015-02-06,84448,926553.2197789
2015-02-07,85617,628108.00246298
2015-02-08,83332,641849.14087279
2015-02-09,104817,877570.0622449999
2015-02-10,102750,826299.26552519
2015-02-11,96324,868516.24446825
2015-02-12,90395,759095.38085548
2015-02-13,113668,1023003.50722581
2015-02-14,97630,708681.1259054
2015-02-15,84060,723215.56830462
2015-02-16,105603,742714.3359583201
2015-02-17,103211,795781.83043929
2015-02-18,103175,839198.946271
2015-02-19,94580,709593.94622259
2015-02-20,98280,787466.63202902
2015-02-21,88512,616128.1832606801
2015-02-22,84518,470720.70605126
2015-02-23,101848,834308.15326644
2015-02-24,105098,731262.21366542
2015-02-25,104206,818471.65655907
2015-02-26,100536,1150675.56890854
2015-02-27,107377,1510323.5500444
2015-02-28,86333,626097.44999106
2015-03-01,87801,1263193.47822434
2015-03-02,106336,1922530.1095495902
2015-03-03,109467,1104736.32218135
2015-03-04,100078,924408.47653369
2015-03-05,98138,1059020.36089105
2015-03-06,94252,827846.62275891
2015-03-07,92005,1193487.62259072
2015-03-08,87190,2216627.73218769
2015-03-09,105697,1128139.92069153
2015-03-10,104689,1120670.16562467
2015-03-11,101846,896134.40340575
2015-03-12,95395,1044802.54265891
2015-03-13,96197,939989.83247562
2015-03-14,89778,800192.4878947
2015-03-15,84742,579430.61272905
2015-03-16,104492,934846.26385873
2015-03-17,101647,792055.69812123
2015-03-18,97603,1521873.71082943
2015-03-19,106515,1103167.5540068801
2015-03-20,103213,822601.1046104601
2015-03-21,93870,649215.46127896
2015-03-22,89322,486715.80750005
2015-03-23,105574,891643.9905505
2015-03-24,33732,321721.01193442
2015-04-22,22,2.63862959
2015-04-23,5,1.25955179
2015-04-26,23,1.94770725
2015-04-27,718,6058.88020974
2015-04-28,113937,1322367.20594714
2015-04-29,116453,1274966.89756274
2015-04-30,113548,1197888.53624333
2015-05-01,98903,1217146.8832722001
2015-05-02,95007,837671.71973775
2015-05-03,84828,813801.2888937
2015-05-04,101977,1239069.24205588
2015-05-05,114865,1203105.36732737
2015-05-06,111722,1180816.39884045
2015-05-07,111647,1310657.95025506
2015-05-08,108190,1081326.5968519
2015-05-09,95056,894502.58359778
2015-05-10,89306,961359.62104998
2015-05-11,110621,1176165.14721775
2015-05-12,110394,1053028.1175149
2015-05-13,108653,1114133.42826279
2015-05-14,101280,1040628.54147167
2015-05-15,104744,940270.3617519
2015-05-16,90560,762127.23682708
2015-05-17,87165,622844.50720431
2015-05-18,99151,947370.0158850601
2015-05-19,105903,1184726.56753785
2015-05-20,107791,1102243.80315658
2015-05-21,97504,944537.07019888
2015-05-22,102236,1298513.08015993
2015-05-23,86529,950880.6126564001
2015-05-24,93084,719229.30063502
2015-05-25,106748,947443.7346473701
2015-05-26,108806,1012421.61190268
2015-05-27,109292,1155628.19707243
2015-05-28,110873,1008266.47094495
2015-05-29,126115,1084482.90889373
2015-05-30,124872,905522.03716036
2015-05-31,97035,925302.33453525
2015-06-01,129689,1517540.32554726
2015-06-02,128205,1422839.00767366
2015-06-03,126788,1363762.9773087401
2015-06-04,118225,1243282.43212573
2015-06-05,110333,1442182.7151025902
2015-06-06,91688,1059305.80296633
2015-06-07,84481,984244.71683546
2015-06-08,109294,1135797.7150529
2015-06-09,118067,1264322.78972541
2015-06-10,130978,1308766.87410847
2015-06-11,122492,1276698.5355855
2015-06-12,125141,1360114.56892297
2015-06-13,104917,1049685.74085794
2015-06-14,105066,1330070.33138844
2015-06-15,127634,1470275.97502082
2015-06-16,124411,1911191.22436573
2015-06-17,129515,1857413.39137654
2015-06-18,126222,1489534.87330528
2015-06-19,125241,1838867.9956946599
2015-06-20,100517,1102528.87537289
2015-06-21,96687,979032.50361826
2015-06-22,117609,1086454.80035667
2015-06-23,122207,1153158.00784176
2015-06-24,112261,1145165.89714785
2015-06-25,111206,951213.44709914
2015-06-26,116724,1524823.89009371
2015-06-27,105495,1261318.78156558
2015-06-28,99308,822322.13285151
2015-06-29,123866,1334102.6722506701
2015-06-30,164969,1693046.22844983
2015-07-01,134381,1273186.73649152
2015-07-02,142165,1343073.75552422
2015-07-03,129322,1251151.49042716
2015-07-04,104817,932333.0186597301
2015-07-05,114353,1142289.37637781
2015-07-06,177081,1522971.77707498
2015-07-07,197054,1280549.21111808
2015-07-08,206535,1272146.85690271
2015-07-09,178689,1287243.25025692
2015-07-10,193698,1848006.77091853
2015-07-11,186632,1269283.64080447
2015-07-12,210475,1267758.86347577
2015-07-13,156798,1370335.57285415
2015-07-14,122099,1305677.21283925
2015-07-15,115242,1273022.4017186998
2015-07-16,115674,1397332.7144953199
2015-07-17,118276,1196759.3769598799
2015-07-18,125946,900868.9049802702
2015-07-19,119818,741579.32371359
2015-07-20,125749,1015959.9387712901
2015-07-21,133903,1068064.85994793
2015-07-22,130993,1066501.6585294001
2015-07-23,108621,1136438.06095333
2015-07-24,110452,1236571.24166402
2015-07-25,99941,768354.80123373
2015-07-26,93716,603281.87958002
2015-07-27,114599,1021496.65257151
2015-07-28,123238,1237834.91888492
2015-07-29,140239,1115491.38917736
2015-07-30,126601,1054326.5569802
2015-07-31,142103,1023773.7627605401
2015-08-01,119961,785131.59795291
2015-08-02,102937,649130.8137697001
2015-08-03,119675,1035284.55962716
2015-08-04,132388,1186845.4780182801
2015-08-05,133616,1248515.07189698
2015-08-06,134679,1161169.38534347
2015-08-07,111037,1131426.8979382701
2015-08-08,101735,1256961.4753585102
2015-08-09,90380,1240342.19982227
2015-08-10,116652,1248532.60477585
2015-08-11,114542,1185882.12380037
2015-08-12,118046,1364312.6257309401
2015-08-13,117281,1473144.37528441
2015-08-14,111106,1393159.34735035
2015-08-15,94797,1048155.3918964701
2015-08-16,89339,1099520.64561754
2015-08-17,114887,1530998.94475356
2015-08-18,119655,1834455.52966098
2015-08-19,119983,1668070.96196988
2015-08-20,118067,1610288.77884775
2015-08-21,113601,1438914.3938671001
2015-08-22,105504,1294547.8606020801
2015-08-23,94394,1050906.19991039
2015-08-24,125207,2040860.70838696
2015-08-25,121826,2087277.9264279301
2015-08-26,122687,1598613.82673795
2015-08-27,119940,1517915.03313749
2015-08-28,120219,1692844.95860935
2015-08-29,107276,966581.19322936
2015-08-30,98129,792603.44367699
2015-08-31,127033,1285248.02566073
2015-09-01,129614,1446310.7061991
2015-09-02,149890,1416706.245245
2015-09-03,128535,1240750.4817079701
2015-09-04,103814,1122282.3758690201
2015-09-05,124070,923968.47980984
2015-09-06,106137,970965.32932325
2015-09-07,125311,1033618.73313162
2015-09-08,125231,1402321.61556317
2015-09-09,126304,1318915.2997136
2015-09-10,124779,1384226.81918272
2015-09-11,179843,1225178.20640965
2015-09-12,137604,788790.59658326
2015-09-13,145896,853484.31400666
2015-09-14,166562,1270971.06722069
2015-09-15,162838,1324779.20763417
2015-09-16,167122,1444125.85072472
2015-09-17,259133,1309922.9859357
2015-09-18,161357,1290489.03572557
2015-09-19,114726,1100694.9634418201
2015-09-20,109030,918118.67767976
2015-09-21,131544,1623016.85709406
2015-09-22,136623,1505345.41202094
2015-09-23,131235,1271132.7759805901
2015-09-24,125219,1215312.42984064
2015-09-25,127993,1373486.30130607
2015-09-26,115474,1028022.85265925
2015-09-27,108600,758560.98617131
2015-09-28,138423,1495336.77611576
2015-09-29,140481,1703854.87276406
2015-09-30,139696,1424228.50434605
2015-10-01,134178,1590519.6899264301
2015-10-02,139605,1733460.25167349
2015-10-03,119419,1010984.77639416
2015-10-04,103377,872076.40847519
2015-10-05,125394,1372198.09946556
2015-10-06,144368,1743317.9788977
2015-10-07,134798,1463937.9634679
2015-10-08,140196,2020964.94284507
2015-10-09,114513,1282402.97206948
2015-10-10,126840,1198335.41207369
2015-10-11,104404,980684.91843539
2015-10-12,134268,1417138.10923511
2015-10-13,134740,1683383.14904508
2015-10-14,141832,1708552.08682803
2015-10-15,153323,1984244.3094405502
2015-10-16,143123,1846800.8579237
2015-10-17,135779,1525256.15026517
2015-10-18,119573,1074877.38841542
2015-10-19,145358,1490549.02743959
2015-10-20,146218,1567343.89426746
2015-10-21,148649,1403810.63705385
2015-10-22,147161,1575135.69331994
2015-10-23,143277,1453766.3774577
2015-10-24,139962,1363036.12588443
2015-10-25,131322,1416217.21412149
2015-10-26,116266,1553451.30073337
2015-10-27,157371,1863308.87323102
2015-10-28,157821,1997657.76251583
2015-10-29,161330,2360256.16201365
2015-10-30,165012,2546894.21714713
2015-10-31,156164,1874925.67556645
2015-11-01,151674,1704926.4449336
2015-11-02,173948,2589358.97564046
2015-11-03,188689,6314513.3020532
2015-11-04,205057,8434520.22968397
2015-11-05,177253,3645810.5338114
2015-11-06,165912,2793894.93534417
2015-11-07,151934,2275627.00043367
2015-11-08,133286,1952797.65288286
2015-11-09,159802,3075601.49596018
2015-11-10,161222,2943444.83810832
2015-11-11,157560,3402515.7513641603
2015-11-12,158820,3007673.97831333
2015-11-13,153672,2832448.53319583
2015-11-14,150361,3097112.96139178
2015-11-15,140706,2147883.34773184
2015-11-16,159764,2686459.18209167
2015-11-17,157503,1942773.92273772
2015-11-18,163231,1808584.48690966
2015-11-19,153411,2027450.00467019
2015-11-20,156532,2232947.35768054
2015-11-21,150962,1482973.11709846
2015-11-22,129166,1137760.5771786
2015-11-23,146456,1355458.9189395
2015-11-24,150207,1422893.8692804
2015-11-25,155808,1924790.14026265
2015-11-26,161113,2096725.5238088001
2015-11-27,163547,2200989.55726342
2015-11-28,163939,1943888.88148732
2015-11-29,135308,1429884.5376083
2015-11-30,177438,2409877.54359483
2015-12-01,178920,2486183.51748722
2015-12-02,182622,2738700.91502827
2015-12-03,163393,2079378.0950381202
2015-12-04,172270,2657721.8857518896
2015-12-05,186069,4916213.57172547
2015-12-06,179476,5473333.3364246
2015-12-07,192542,3191090.8028912502
2015-12-08,195009,3016133.63093653
2015-12-09,220492,3947777.65030111
2015-12-10,210995,3233272.6752890903
2015-12-11,214711,3793207.23378689
2015-12-12,204242,3390155.30346714
2015-12-13,192136,5198568.78116379
2015-12-14,227561,4827657.60007932
2015-12-15,223197,4356304.32497438
2015-12-16,221127,4437264.26714095
2015-12-17,217409,4190456.31022087
2015-12-18,214824,4041580.11816251
2015-12-19,209917,3863245.45014993
2015-12-20,196409,3973322.02036941
2015-12-21,231299,5321744.13247751
2015-12-22,219353,4747459.48762759
2015-12-23,221677,4490787.56745936
2015-12-24,210102,4700518.29330429
2015-12-25,178297,3904505.10343791
2015-12-26,178875,2679854.52815834
2015-12-27,159346,1441895.5918499401
2015-12-28,174260,2155061.29047834
2015-12-29,183926,2146217.55519602
2015-12-30,179597,2309117.20898672
2015-12-31,152470,1147144.30785486
2016-01-01,122717,947763.43971869
2016-01-02,149170,1034381.2684224601
2016-01-03,143519,901643.30436673
2016-01-04,180695,1060063.76895609
2016-01-05,181989,1389985.88160666
2016-01-06,175985,1374203.76969387
2016-01-07,188913,1569819.37134488
2016-01-08,178040,1179538.28127609
2016-01-09,181122,852389.44682465
2016-01-10,159611,1151570.47217891
2016-01-11,191478,1821669.87178093
2016-01-12,195614,1286470.03795019
2016-01-13,188980,1400156.55110859
2016-01-14,181547,1229807.03123824
2016-01-15,189173,1766718.75429499
2016-01-16,185367,1419632.83883706
2016-01-17,203824,10353653.75222133
2016-01-18,214309,9464397.79608908
2016-01-19,195170,8886089.74220727
2016-01-20,203529,3898484.69859544
2016-01-21,220852,5243908.30145698
2016-01-22,211415,7757597.39453385
2016-01-23,191151,29719485.483592022
2016-01-24,199864,67342441.60598366
2016-01-25,225675,17375891.15064217
2016-01-26,229042,10399599.13215654
2016-01-27,229498,14026617.03363311
2016-01-28,224570,5931632.28659202
2016-01-29,222932,7174278.61212655
2016-01-30,194362,3504521.9058368797
2016-01-31,175657,1699471.25969923
2016-02-01,234260,5521655.21602437
2016-02-02,231578,3645682.62024467
2016-02-03,189008,1567598.72476515
2016-02-04,202902,2508199.1134698503
2016-02-05,223001,3457907.75039005
2016-02-06,223659,3131557.20225883
2016-02-07,212224,3035318.04696439
2016-02-08,230571,2660838.88465971
2016-02-09,232128,2241677.79175526
2016-02-10,230292,2596645.53932836
2016-02-11,220208,2646140.36502937
2016-02-12,200956,2673091.50365399
2016-02-13,185290,2586791.90701055
2016-02-14,185458,2777905.55503471
2016-02-15,220794,3878001.7829812802
2016-02-16,223218,4035987.9368009903
2016-02-17,219446,3908441.90498476
2016-02-18,214949,3882364.13708618
2016-02-19,216195,4750577.75695773
2016-02-20,214154,4122679.1001142003
2016-02-21,208256,4219573.04285245
2016-02-22,237350,4484457.18728541
2016-02-23,244966,3922801.4088694
2016-02-24,227818,3706607.91119826
2016-02-25,212171,3061210.40431569
2016-02-26,205011,3291324.74234094
2016-02-27,179334,2515926.07828786
2016-02-28,238952,8515598.47937079
2016-02-29,280454,10039569.58836054
2016-03-01,266081,10906831.09761255
2016-03-02,266399,5696038.38699392
2016-03-03,219920,3497482.10925367
2016-03-04,204574,7444686.08759151
2016-03-05,233645,19509511.61840472
2016-03-06,160728,2004459.32600561
2016-03-07,187612,2954053.42276121
2016-03-08,196080,2229106.64928757
2016-03-09,189028,2054166.55975192
2016-03-10,189127,2450842.94493714
2016-03-11,190797,2358288.87122413
2016-03-12,168060,1828340.32719572
2016-03-13,147483,1601188.7092256101
2016-03-14,192210,2422100.61806342
2016-03-15,201266,3170766.66005321
2016-03-16,213164,13368819.33566982
2016-03-17,207251,7955013.57194131
2016-03-18,205683,5232562.97672897
2016-03-19,178150,2194462.32423332
2016-03-20,177903,1767377.89928304
2016-03-21,198843,2040882.23651101
2016-03-22,205508,2231485.1063919
2016-03-23,186409,2065846.64171475
2016-03-24,189182,2276128.88423878
2016-03-25,171962,2106620.17111924
2016-03-26,161345,1521318.16541799
2016-03-27,161027,1749387.03253997
2016-03-28,194124,2062974.12997736
2016-03-29,197710,2115595.52519766
2016-03-30,201440,2031113.51917434
2016-03-31,208169,2211328.16162283
2016-04-01,209804,2151888.92469124
2016-04-02,186706,1772831.83406328
2016-04-03,174301,1536797.91234841
2016-04-04,209303,2133659.67556834
2016-04-05,215975,2251546.99402697
2016-04-06,218804,2389758.34428235
2016-04-07,220509,2796728.62357086
2016-04-08,213594,2677741.48816382
2016-04-09,197503,2250348.91044193
2016-04-10,183639,1978696.41123409
2016-04-11,231067,2579046.12686408
2016-04-12,239715,3492801.56631496
2016-04-13,223273,3213331.91375729
2016-04-14,227116,2953595.17405525
2016-04-15,213256,3828928.77993612
2016-04-16,183480,3065905.05679724
2016-04-17,189334,2587550.35821185
2016-04-18,219626,3951612.7300951905
2016-04-19,226296,3701717.0554344
2016-04-20,216609,4073207.91749595
2016-04-21,212761,5029637.04770566
2016-04-22,211328,5302455.1911466
2016-04-23,185563,3428681.39879839
2016-04-24,182514,2201674.03910428
2016-04-25,219823,2733626.61236617
2016-04-26,130290,1530734.41983499
2016-05-04,17,4.93160232
2016-05-05,1,0.03240063
2016-05-06,1,0.0516
2016-05-07,3,0.50706284
2016-05-08,6,0.74620675
2016-05-09,34,3.3844479
2016-05-10,7,1.3724356100000001
2016-05-11,7,0.41900846
2016-05-12,13,6.01245447
2016-05-13,27,21.79037183
2016-05-14,27,53.94972864
2016-05-15,435,645.15864618
2016-05-16,147022,1263730.70190336
2016-05-17,240610,2711564.21509089
2016-05-18,234107,2253558.1869661203
2016-05-19,218804,2533511.34431594
2016-05-20,209873,2131418.51320801
2016-05-21,188567,1555116.0119284599
2016-05-22,183962,1508331.6402451599
2016-05-23,223526,2140714.74228287
2016-05-24,244735,2499828.11296516
2016-05-25,249126,3344975.88536836
2016-05-26,219767,3586670.94350481
2016-05-27,214992,4118069.83788366
2016-05-28,191875,3652200.45454696
2016-05-29,180967,2746808.28713838
2016-05-30,209120,2239017.69421503
2016-05-31,219346,2603112.51304536
2016-06-01,231748,2313735.78221505
2016-06-02,233186,2343986.07018945
2016-06-03,230974,1917563.80530142
2016-06-04,196801,1490603.29281943
2016-06-05,188375,1826531.92333709
2016-06-06,221680,1963954.64690828
2016-06-07,231312,2116775.0320212
2016-06-08,233112,2021233.65684981
2016-06-09,234033,2086223.51620617
2016-06-10,226617,2282626.4309275
2016-06-11,214038,1918311.9960014198
2016-06-12,208005,2794705.0657606297
2016-06-13,252124,2753877.3088647802
2016-06-14,259474,2411381.32458024
2016-06-15,251832,2301864.44097243
2016-06-16,265907,2801772.24933823
2016-06-17,252728,2708591.21537494
2016-06-18,234336,2340669.51998019
2016-06-19,215546,1993623.10694357
2016-06-20,249454,2635390.4050621702
2016-06-21,249743,2865967.4792141
2016-06-22,242023,2738698.16262552
2016-06-23,234200,3113115.04531088
2016-06-24,236709,2789739.5424829503
2016-06-25,205965,2083850.51969542
2016-06-26,182152,1792736.05676815
2016-06-27,216421,2165175.57474486
2016-06-28,212484,1856479.39818499
2016-06-29,224534,1996585.66065344
2016-06-30,230678,2068618.83854836
2016-07-01,209005,2030042.5839149698
2016-07-02,196165,2131964.42518067
2016-07-03,180163,1777190.83938302
2016-07-04,210799,2555576.88879215
2016-07-05,212998,2037828.43760426
2016-07-06,214532,2036204.6591294
2016-07-07,216430,2852902.5294776303
2016-07-08,211085,2298860.46326119
2016-07-09,183995,1851971.46514742
2016-07-10,162709,1522740.46757271
2016-07-11,220043,2234310.72092679
2016-07-12,216271,2297205.63971818
2016-07-13,217362,2265091.3086231602
2016-07-14,217091,2085102.49246546
2016-07-15,216395,3350599.53906595
2016-07-16,182621,1990410.0699736401
2016-07-17,171757,2038946.6796478
2016-07-18,220336,2236027.04958207
2016-07-19,223477,2554747.6546816602
2016-07-20,227960,2455696.99665498
2016-07-21,220547,2213231.68611279
2016-07-22,216246,2394277.11856551
2016-07-23,195608,1833766.9882887
2016-07-24,187166,1856120.34404627
2016-07-25,238570,1916539.5925106
2016-07-26,236511,2302752.80438098
2016-07-27,235788,2523382.77414446
2016-07-28,233505,2443346.58132405
2016-07-29,231218,2137410.2557738503
2016-07-30,199813,1879476.45803254
2016-07-31,192606,1868196.04188842
2016-08-01,225567,1721623.73794465
2016-08-02,251740,3554151.54461686
2016-08-03,238930,2430468.27213282
2016-08-04,233407,3013202.71502908
2016-08-05,228040,2309594.9884770396
2016-08-06,194201,1557019.90804397
2016-08-07,192809,1802469.33334756
2016-08-08,234918,1969458.97625513
2016-08-09,231905,2242303.31953318
2016-08-10,249801,2178131.97650257
2016-08-11,247676,2217582.33989357
2016-08-12,232871,1922612.68552002
2016-08-13,215413,2051202.7156447899
2016-08-14,199512,1718022.76585884
2016-08-15,217406,2157880.26793397
2016-08-16,244078,2669170.49905593
2016-08-17,233374,1971132.73812908
2016-08-18,239505,2354177.24327031
2016-08-19,246975,2366660.8759006
2016-08-20,207225,2086746.08709685
2016-08-21,184609,1329532.55582294
2016-08-22,228636,1982752.81646561
2016-08-23,239334,2091818.64063538
2016-08-24,236431,2100952.01390137
2016-08-25,232237,2128221.0131216403
2016-08-26,226997,2093077.4209420502
2016-08-27,189981,1451081.43272709
2016-08-28,174577,1306235.35457546
2016-08-29,232137,1745979.54211933
2016-08-30,243863,1769341.71310363
2016-08-31,226087,1778370.7115462201
2016-09-01,236263,1777544.76882789
2016-09-02,228976,1605186.28260489
2016-09-03,180021,1300568.6122612099
2016-09-04,182231,1154779.20663328
2016-09-05,227673,1715779.39429433
2016-09-06,234466,1605251.33733401
2016-09-07,247840,1589876.1154769098
2016-09-08,227982,1633394.14993439
2016-09-09,219566,1743294.4374543
2016-09-10,193269,1475533.74090134
2016-09-11,180848,1506929.11340547
2016-09-12,212146,1684756.97671392
2016-09-13,236845,1972096.4146127
2016-09-14,230064,1886440.86586684
2016-09-15,232918,1561147.13094065
2016-09-16,220893,1906738.01953593
2016-09-17,206210,1452317.87485704
2016-09-18,192495,1629051.83390384
2016-09-19,225216,2086981.09400272
2016-09-20,240994,2247530.18310779
2016-09-21,238712,1885471.06467402
2016-09-22,231569,2445316.3712627
2016-09-23,223910,2122334.91777581
2016-09-24,208437,2010671.86974078
2016-09-25,194083,1838673.46669134
2016-09-26,234234,2297788.23907961
2016-09-27,237570,1721314.74765603
2016-09-28,236552,2551821.61117671
2016-09-29,241696,1828215.6241996
2016-09-30,251044,2468527.88370264
2016-10-01,212431,1524778.8270842799
2016-10-02,200832,1469734.74116095
2016-10-03,253090,1951171.7845111
2016-10-04,262224,1899723.00033332
2016-10-05,266667,2301589.72653215
2016-10-06,274108,2282612.05055232
2016-10-07,268060,2383449.1628641803
2016-10-08,247772,2355690.84760266
2016-10-09,210502,2695766.23053633
2016-10-10,233409,2612824.2277578297
2016-10-11,260395,2859944.45507814
2016-10-12,225942,2662665.61498203
2016-10-13,231288,2094166.21850883
2016-10-14,241524,2020561.76352604
2016-10-15,206124,3395379.60123418
2016-10-16,197849,2462195.89322456
2016-10-17,242647,1905662.05778408
2016-10-18,246305,2496790.69348452
2016-10-19,231889,2083828.5538645
2016-10-20,240097,2337247.72338502
2016-10-21,261549,3136027.28008979
2016-10-22,216513,1349558.95694491
2016-10-23,191434,1876029.0187151101
2016-10-24,247590,3826947.83104045
2016-10-25,256544,3128897.4948914503
2016-10-26,241128,2247396.4021150703
2016-10-27,275525,3325066.5260004103
2016-10-28,245071,1535950.01541236
2016-10-29,227774,1492864.08690437
2016-10-30,208256,1339685.12045664
2016-10-31,243255,1811277.09436843
2016-11-01,249774,1856490.01382937
2016-11-02,267053,4829264.42058473
2016-11-03,269808,6800418.34720004
2016-11-04,252249,5853712.34367848
2016-11-05,233245,5811779.47271517
2016-11-06,230119,5387286.06319099
2016-11-07,268154,4447572.62383131
2016-11-08,296693,3501763.74776713
2016-11-09,268698,2685701.25193406
2016-11-10,271201,1757726.45164408
2016-11-11,257244,1402880.56803785
2016-11-12,229739,956410.80265767
2016-11-13,215706,1099935.05098174
2016-11-14,271105,1548568.2299047
2016-11-15,280911,1811432.28712353
2016-11-16,288924,1897417.3456326
2016-11-17,282346,1670679.83770992
2016-11-18,270731,1535326.54083381
2016-11-19,249618,1117534.88275721
2016-11-20,243463,1159936.45859941
2016-11-21,285673,1558444.31336534
2016-11-22,285486,1710031.22958331
2016-11-23,277016,1721742.51272754
2016-11-24,345933,1901690.27288813
2016-11-25,309841,1460784.5413785
2016-11-26,265917,1181773.20893951
2016-11-27,237218,948831.5158201
2016-11-28,301602,1519871.55822743
2016-11-29,292422,1406175.53627864
2016-11-30,286680,1350122.05124923
2016-12-01,291021,1623809.91832542
